date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2013-02-01,123.74682885341764,124.37932530732455,123.53326431943988,124.23147583007812,124.23147583007812,131173000,0.0,0.0
2013-02-04,123.47575581985667,124.25610165205025,122.74468060663149,122.83503723144531,122.83503723144531,159073600,0.0,0.0
2013-02-05,123.50036467597397,124.42855972074756,123.45106900233823,124.07535552978516,124.07535552978516,113912400,0.0,0.0
2013-02-06,123.64003313067093,124.24787537421011,123.54967650881194,124.16574096679688,124.16574096679688,138762800,0.0,0.0
2013-02-07,124.20681202970302,124.3218102249431,123.09789101328103,124.00145721435547,124.00145721435547,162490000,0.0,0.0
2013-02-08,124.21498932792606,124.76533858552068,124.21498932792606,124.69141387939453,124.69141387939453,103133700,0.0,0.0
2013-02-11,124.64215225028131,124.77356979478527,124.35465052058822,124.66679382324219,124.66679382324219,73775000,0.0,0.0
2013-02-12,124.67501672677474,125.10215825983889,124.53537695389798,124.87216186523438,124.87216186523438,65392700,0.0,0.0
2013-02-13,125.12678194908452,125.35677831081205,124.62571576092205,124.97891998291016,124.97891998291016,82322600,0.0,0.0
2013-02-14,124.60105107501607,125.24175689724164,124.46141134800376,125.0938949584961,125.0938949584961,80834300,0.0,0.0
2013-02-15,125.20890013040791,125.34033018690712,124.48605988738235,124.94605255126953,124.94605255126953,215226500,0.0,0.0
2013-02-19,125.15966191726811,125.90715653131919,124.98717087332682,125.88251495361328,125.88251495361328,95105400,0.0,0.0
2013-02-20,125.79211733574093,125.83319079648882,124.2478454554153,124.31356048583984,124.31356048583984,160574800,0.0,0.0
2013-02-21,124.00142701080154,124.37927276004409,123.16357605878079,123.55785369873047,123.55785369873047,183257000,0.0,0.0
2013-02-22,124.15754882293531,124.7654037475586,123.61542149434321,124.7654037475586,124.7654037475586,106356600,0.0,0.0
2013-02-25,125.37324346967615,125.5621664168246,122.39148712158203,122.39148712158203,122.39148712158203,245824800,0.0,0.0
2013-02-26,122.98292650570673,123.37720434969346,122.16971670198409,123.22935485839844,123.22935485839844,186596200,0.0,0.0
2013-02-27,123.12252142003348,125.12678624143771,123.01573291490325,124.78179168701172,124.78179168701172,150781900,0.0,0.0
2013-02-28,124.77357593467777,125.57035358991988,124.37108853393632,124.53536987304688,124.53536987304688,126866000,0.0,0.0
2013-03-01,124.10820160841213,125.13497542382463,123.54964266908055,124.94605255126953,124.94605255126953,170634800,0.0,0.0
2013-03-04,124.65858556251155,125.61143493652344,124.4614529567598,125.61143493652344,125.61143493652344,99010200,0.0,0.0
2013-03-05,126.21926223042776,127.07353258166978,126.20283033890556,126.73674774169922,126.73674774169922,121431900,0.0,0.0
2013-03-06,127.18852783220709,127.25424286292514,126.62996887189448,126.90924835205078,126.90924835205078,94469900,0.0,0.0
2013-03-07,127.07356717644413,127.30356358492634,126.92571771407594,127.1392822265625,127.1392822265625,86101400,0.0,0.0
2013-03-08,127.69787415934661,127.85393332755694,127.0407360876978,127.68144226074219,127.68144226074219,123477800,0.0,0.0
2013-03-11,127.58283029755125,128.1742405632214,127.42675865130512,128.16603088378906,128.16603088378906,83746800,0.0,0.0
2013-03-12,128.07570044927309,128.2235624463053,127.49249974384722,127.87855529785156,127.87855529785156,105755800,0.0,0.0
2013-03-13,127.9442669349236,128.23997838723452,127.50891570428031,128.05926513671875,128.05926513671875,92550900,0.0,0.0
2013-03-14,128.39607892545607,128.79857898915554,128.06751614185384,128.74107360839844,128.74107360839844,126329900,0.0,0.0
2013-03-15,128.58756515716553,128.7443183703004,128.14201891888405,128.57106018066406,128.57106018066406,138601100,0.694,0.0
2013-03-18,127.34171142557453,128.41430840236134,127.22620175666577,127.86151123046875,127.86151123046875,126704300,0.0,0.0
2013-03-19,128.13373980797942,128.30699795310588,126.72286053535294,127.56443786621094,127.56443786621094,167567300,0.0,0.0
2013-03-20,128.315244594155,128.6700196317759,128.10071774386896,128.45550537109375,128.45550537109375,113759300,0.0,0.0
2013-03-21,127.68826230516987,128.41433039960515,127.14372382395526,127.35823822021484,127.35823822021484,128605000,0.0,0.0
2013-03-22,127.76251261375465,128.38131713867188,127.6634953288329,128.38131713867188,128.38131713867188,111163600,0.0,0.0
2013-03-25,128.71953778431873,128.93406466098747,127.34992719829083,127.84496307373047,127.84496307373047,151322300,0.0,0.0
2013-03-26,128.3730695870379,128.90111565758716,128.23280872653697,128.8681182861328,128.8681182861328,86856600,0.0,0.0
2013-03-27,128.1007940614968,128.9093744426593,127.88627967301508,128.8681182861328,128.8681182861328,99950600,0.0,0.0
2013-03-28,128.78557079204703,129.41263398488397,128.50504914767677,129.2641143798828,129.2641143798828,102932800,0.0,0.0
2013-04-01,129.19811238949904,129.46214165833348,128.4390471260128,128.75257873535156,128.75257873535156,99194100,0.0,0.0
2013-04-02,129.21462288797971,129.70967149339512,129.01660092789177,129.3878936767578,129.3878936767578,101504300,0.0,0.0
2013-04-03,129.46219410720116,129.56119882831948,127.73779473645105,128.07606506347656,128.07606506347656,154167400,0.0,0.0
2013-04-04,128.24103740517998,128.85159570538426,127.96051572249543,128.5958251953125,128.5958251953125,131885000,0.0,0.0
2013-04-05,127.0198911278496,128.17500002038574,126.87138414158943,128.0182342529297,128.0182342529297,159666000,0.0,0.0
2013-04-08,128.1089971776642,128.8928134526196,127.67995599752632,128.8845672607422,128.8845672607422,86571200,0.0,0.0
2013-04-09,129.12385576117362,129.80042130402046,128.69481450448072,129.3301239013672,129.3301239013672,101922200,0.0,0.0
2013-04-10,129.67666714560502,131.07928813545055,129.6436697789681,130.91427612304688,130.91427612304688,135711100,0.0,0.0
2013-04-11,130.93900218231082,131.77233345797845,130.80698756186345,131.34329223632812,131.34329223632812,110142500,0.0,0.0
2013-04-12,130.92254337389028,131.21957007983224,130.29549259006242,131.0215606689453,131.0215606689453,116359900,0.0,0.0
2013-04-15,130.36149648276637,130.46875997057336,127.96879050721833,127.98528289794922,127.98528289794922,217259000,0.0,0.0
2013-04-16,128.9506048528332,129.94070215000414,128.63708579236518,129.87469482421875,129.87469482421875,147507800,0.0,0.0
2013-04-17,128.9505768931037,128.97534065081265,127.2921856822605,127.97699737548828,127.97699737548828,226834800,0.0,0.0
2013-04-18,128.19155567467772,128.2245656365429,126.68992973971498,127.17671966552734,127.17671966552734,167583200,0.0,0.0
2013-04-19,127.47370479149347,128.3400334584834,127.16017320410857,128.2822723388672,128.2822723388672,149687600,0.0,0.0
2013-04-22,128.52979997003092,129.15685057156762,127.67997625639768,128.85157775878906,128.85157775878906,106553500,0.0,0.0
2013-04-23,129.49511998855093,130.30368747369582,128.85156447736938,130.179931640625,130.179931640625,166141300,0.0,0.0
2013-04-24,130.22117977473013,130.6089648139842,129.98190172602997,130.26243591308594,130.26243591308594,96781200,0.0,0.0
2013-04-25,130.64197722889355,131.40930120401575,130.44396788533217,130.79049682617188,130.79049682617188,131060600,0.0,0.0
2013-04-26,130.63380860163548,130.8565818350238,130.13875976957576,130.55955505371094,130.55955505371094,95918800,0.0,0.0
2013-04-29,130.9143126047755,131.72288050360277,130.708044384388,131.43411254882812,131.43411254882812,88572800,0.0,0.0
2013-04-30,131.40933412691487,131.78061432871917,130.86478311647633,131.7476043701172,131.7476043701172,116010700,0.0,0.0
2013-05-01,131.45882758465743,131.52483490778687,130.44399174446286,130.59249877929688,130.59249877929688,138874200,0.0,0.0
2013-05-02,130.92252508778247,131.9208685568066,130.7987692232633,131.80535888671875,131.80535888671875,96407600,0.0,0.0
2013-05-03,132.95221982853275,133.56277818383947,131.8301204069163,133.14198303222656,133.14198303222656,144202300,0.0,0.0
2013-05-06,133.24102005570646,133.6700488763311,133.1832589127689,133.48028564453125,133.48028564453125,66882100,0.0,0.0
2013-05-07,133.76909029094364,134.19811918889778,133.38955116932195,134.15687561035156,134.15687561035156,90359200,0.0,0.0
2013-05-08,134.00826882410166,134.80859012572168,133.93401532344168,134.767333984375,134.767333984375,97419200,0.0,0.0
2013-05-09,134.70962575578196,135.06440098035753,134.0495650656019,134.38784790039062,134.38784790039062,106738600,0.0,0.0
2013-05-10,134.47860525063018,134.94064395291494,134.08256128614863,134.82513427734375,134.82513427734375,103203000,0.0,0.0
2013-05-13,134.65183614570927,135.15513089920054,134.3383171411268,134.93235778808594,134.93235778808594,81843200,0.0,0.0
2013-05-14,135.03959503311262,136.42572317922898,135.03959503311262,136.3267059326172,136.3267059326172,119000900,0.0,0.0
2013-05-15,136.10400611259792,137.3333564503367,136.06274995725659,137.0610809326172,137.0610809326172,120718500,0.0,0.0
2013-05-16,136.78057557093072,137.25911933295276,136.21127329215258,136.41754150390625,136.41754150390625,109913600,0.0,0.0
2013-05-17,136.92078352815645,137.8201095623314,136.7392665647954,137.73760986328125,137.73760986328125,129801000,0.0,0.0
2013-05-20,137.60556852146814,138.26562893375848,137.4653077296673,137.7293243408203,137.7293243408203,85071200,0.0,0.0
2013-05-21,137.8531604123725,138.44721381605302,137.37461669331805,137.9274139404297,137.9274139404297,95804200,0.0,0.0
2013-05-22,138.0676677053426,139.49505259367882,136.27726139084632,136.90431213378906,136.90431213378906,244031800,0.0,0.0
2013-05-23,135.44391692264585,136.88779392878007,135.2623999489917,136.5082550048828,136.5082550048828,211064400,0.0,0.0
2013-05-24,135.69971838957994,136.45053762570325,135.29542820329556,136.3927764892578,136.3927764892578,151573900,0.0,0.0
2013-05-28,137.8201251503087,138.43068342245306,136.80528935099565,137.20957946777344,137.20957946777344,143679800,0.0,0.0
2013-05-29,136.48350870705735,136.79704032539948,135.5924287835656,136.31849670410156,136.31849670410156,160363400,0.0,0.0
2013-05-30,136.42576127432162,137.4488432546841,136.3184978062092,136.82179260253906,136.82179260253906,107793800,0.0,0.0
2013-05-31,136.44224633795173,137.21781656505212,134.59409184573795,134.8581085205078,134.8581085205078,176850100,0.0,0.0
2013-06-03,135.17166666376548,135.69146651156072,134.20633308186768,135.6007080078125,135.6007080078125,168390700,0.0,0.0
2013-06-04,135.6749510304274,136.21950201076746,134.2640712340208,134.94888305664062,134.94888305664062,157631500,0.0,0.0
2013-06-05,134.56108910639895,134.83336457878187,132.943953839021,133.05946350097656,133.05946350097656,211737800,0.0,0.0
2013-06-06,133.00169334279536,134.2723121276254,132.2178769334981,134.26405334472656,134.26405334472656,200225500,0.0,0.0
2013-06-07,135.18813796655914,136.0957101883441,134.60233093564077,135.97195434570312,135.97195434570312,188337800,0.0,0.0
2013-06-10,136.39273680029007,136.46699030587467,135.61716661411964,135.97195434570312,135.97195434570312,105667100,0.0,0.0
2013-06-11,134.7343632046216,135.75744521004881,134.27232454544682,134.56935119628906,134.56935119628906,159505400,0.0,0.0
2013-06-12,135.49338941301696,135.63365020910263,133.3317037715938,133.45545959472656,133.45545959472656,177361500,0.0,0.0
2013-06-13,133.38124596648865,135.72444924192507,133.0842193125876,135.4851837158203,135.4851837158203,163587800,0.0,0.0
2013-06-14,135.3366622289664,135.8647082075568,134.4125849138355,134.63534545898438,134.63534545898438,141197500,0.0,0.0
2013-06-17,135.55118881619293,136.31851297646568,134.66836757071218,135.67495727539062,135.67495727539062,136295600,0.0,0.0
2013-06-18,135.7491544629839,136.95376564871432,135.74090827163695,136.74749755859375,136.74749755859375,114695600,0.0,0.0
2013-06-19,136.6320220928266,136.87128759776203,134.80035998743026,134.8581085205078,134.8581085205078,206149500,0.0,0.0
2013-06-20,133.5462397422607,134.87460701449857,131.17002683549782,131.5165557861328,131.5165557861328,321255900,0.0,0.0
2013-06-21,132.41155507863823,132.51108364371834,130.6116751414896,131.93878173828125,131.93878173828125,271956800,0.839,0.0
2013-06-24,130.56186909921016,131.40788694424828,129.1684063526503,130.2715606689453,130.2715606689453,222329000,0.0,0.0
2013-06-25,131.449419280101,132.79311835184987,130.5702164326008,131.52407836914062,131.52407836914062,162262200,0.0,0.0
2013-06-26,132.60229628536055,133.1248464616503,132.0880485920113,132.8262481689453,132.8262481689453,134848000,0.0,0.0
2013-06-27,133.62247304181344,134.21966944192815,133.49804974232785,133.6058807373047,133.6058807373047,129483700,0.0,0.0
2013-06-28,133.23270510299355,133.87136361057395,132.59403393918655,133.0585174560547,133.0585174560547,160402900,0.0,0.0
2013-07-01,133.7552163902865,134.76713213399344,133.60592357050555,133.83816528320312,133.83816528320312,131954800,0.0,0.0
2013-07-02,133.6391165569063,134.61786049114872,133.12486877735373,133.71377563476562,133.71377563476562,154863700,0.0,0.0
2013-07-03,133.1082668373085,134.17824942823154,132.89261741611267,133.77182006835938,133.77182006835938,75216400,0.0,0.0
2013-07-05,134.75886370202667,135.26482165420796,133.78842225070704,135.21505737304688,135.21505737304688,122416900,0.0,0.0
2013-07-08,135.91178851154697,136.35138988915506,135.2648275159642,135.98643493652344,135.98643493652344,108092500,0.0,0.0
2013-07-09,136.8407255885032,137.1310340525947,136.25183148988182,136.96514892578125,136.96514892578125,119298000,0.0,0.0
2013-07-10,136.83246088462687,137.4794218573398,136.5504548516446,137.0149383544922,137.0149383544922,121410100,0.0,0.0
2013-07-11,138.60746359499828,139.0221828310965,137.00664076242126,138.8811798095703,138.8811798095703,135592200,0.0,0.0
2013-07-12,138.83972617914296,139.28761745256804,138.62407670026843,138.9392547607422,138.9392547607422,104212700,0.0,0.0
2013-07-15,139.32072369109724,139.6690861869069,139.08017954594342,139.4700164794922,139.4700164794922,69450600,0.0,0.0
2013-07-16,139.5612706911936,139.6442195758909,138.57424983814383,138.94749450683594,138.94749450683594,88702100,0.0,0.0
2013-07-17,139.47835632384832,139.7437700152781,139.1216912512155,139.30416870117188,139.30416870117188,92873900,0.0,0.0
2013-07-18,139.60277725594054,140.39904370109662,139.51153852426876,140.0672607421875,140.0672607421875,103620100,0.0,0.0
2013-07-19,139.77694074386255,140.3658348278234,139.6027531384993,140.31607055664062,140.31607055664062,103831700,0.0,0.0
2013-07-22,140.51518206224998,140.78889829133414,140.18339906204463,140.58982849121094,140.58982849121094,79428600,0.0,0.0
2013-07-23,140.83861574782426,140.8634978825378,140.216537067539,140.2911834716797,140.2911834716797,80829700,0.0,0.0
2013-07-24,140.8303245587581,140.88839131522826,139.49492837841012,139.77694702148438,139.77694702148438,112914000,0.0,0.0
2013-07-25,139.52812549018728,140.24144300422856,139.29588375596225,140.1170196533203,140.1170196533203,111088600,0.0,0.0
2013-07-26,139.52811206356603,140.30778609181954,138.94750778387427,140.2663116455078,140.2663116455078,107814600,0.0,0.0
2013-07-29,139.90966839391348,140.2248590475232,139.43689506972493,139.83502197265625,139.83502197265625,79695000,0.0,0.0
2013-07-30,140.2580436722327,140.40733651474716,139.50325166291782,139.83502197265625,139.83502197265625,85209600,0.0,0.0
2013-07-31,140.1253223379066,140.88011430333216,139.7520775970976,139.93455505371094,139.93455505371094,142388700,0.0,0.0
2013-08-01,140.99621878512812,141.67635159837192,140.92155972066237,141.55194091796875,141.55194091796875,110438400,0.0,0.0
2013-08-02,141.23678870246192,141.80910330029903,141.04602138859198,141.79251098632812,141.79251098632812,91116700,0.0,0.0
2013-08-05,141.4773256482969,141.80080614476572,141.29484817272714,141.58514404296875,141.58514404296875,54072700,0.0,0.0
2013-08-06,141.31137274357758,141.6182734635233,140.46535494797808,140.78053283691406,140.78053283691406,87495000,0.0,0.0
2013-08-07,140.33268908091017,140.5317462028265,139.80184899542337,140.3243865966797,140.3243865966797,84854700,0.0,0.0
2013-08-08,140.98794641282115,141.15383157419444,140.1170334953281,140.83865356445312,140.83865356445312,102181300,0.0,0.0
2013-08-09,140.6561876649815,141.08749924502692,139.9428700217719,140.43223571777344,140.43223571777344,91757700,0.0,0.0
2013-08-12,139.72718181212778,140.43219677453058,139.66082522927385,140.2663116455078,140.2663116455078,68593300,0.0,0.0
2013-08-13,140.5151756266242,140.92159238094916,139.68573714844035,140.68106079101562,140.68106079101562,80806000,0.0,0.0
2013-08-14,140.61472357559174,140.83867553931321,139.92628802506167,139.95947265625,139.95947265625,79829200,0.0,0.0
2013-08-15,138.85628894397888,138.87286859989794,137.76142415447782,138.00196838378906,138.00196838378906,152931800,0.0,0.0
2013-08-16,137.73658950220246,138.20937563964333,137.2721058518095,137.5458221435547,137.5458221435547,130868200,0.0,0.0
2013-08-19,137.38818761886282,137.86097362159438,136.65827771551304,136.6665802001953,136.6665802001953,96437600,0.0,0.0
2013-08-20,136.8904903990357,137.85264185704946,136.7411975811839,137.33839416503906,137.33839416503906,89294400,0.0,0.0
2013-08-21,136.95689998097535,137.71169215769135,136.18552814445357,136.49241638183594,136.49241638183594,159530500,0.0,0.0
2013-08-22,136.77437499291452,137.93559624388126,136.7660851658894,137.7365264892578,137.7365264892578,101471400,0.0,0.0
2013-08-23,138.14294992917337,138.37519163820903,137.49598907454197,138.2010040283203,138.2010040283203,90888900,0.0,0.0
2013-08-26,138.34203364432605,138.76505535423155,137.5955441010743,137.68678283691406,137.68678283691406,89702100,0.0,0.0
2013-08-27,136.32650381646172,137.6867823649021,135.37265466377372,135.47218322753906,135.47218322753906,158619400,0.0,0.0
2013-08-28,135.41410453288066,136.434322846512,135.23992956163397,135.9532470703125,135.9532470703125,108113000,0.0,0.0
2013-08-29,135.65460617868692,136.89046086950137,135.53018286775995,136.16885375976562,136.16885375976562,119200500,0.0,0.0
2013-08-30,136.45092750265692,136.46751981693848,135.3394829141171,135.73760986328125,135.73760986328125,134928900,0.0,0.0
2013-09-03,137.0480739462903,137.33838238662554,135.77903447848942,136.35134887695312,136.35134887695312,142375100,0.0,0.0
2013-09-04,136.38453598458707,137.71164235033848,136.13571461520493,137.47940063476562,137.47940063476562,97389400,0.0,0.0
2013-09-05,137.5623867427507,138.01856781417578,137.4628455118452,137.65362548828125,137.65362548828125,63090500,0.0,0.0
2013-09-06,138.10976192656528,138.49959892637276,136.42600324919414,137.7199249267578,137.7199249267578,159756500,0.0,0.0
2013-09-09,138.06007407673872,139.1217546386363,138.06007407673872,139.038818359375,139.038818359375,87559300,0.0,0.0
2013-09-10,139.87649345095588,140.09214288207747,139.56130280404867,140.0672607421875,140.0672607421875,105847200,0.0,0.0
2013-09-11,139.87645222690298,140.50682067871094,139.6359207267803,140.50682067871094,140.50682067871094,94545900,0.0,0.0
2013-09-12,140.45711699358836,140.63959448185625,139.94286915732116,140.13363647460938,140.13363647460938,83209000,0.0,0.0
2013-09-13,140.28292161279245,140.55663780543372,139.95944114080288,140.4488067626953,140.4488067626953,72727800,0.0,0.0
2013-09-16,141.9666547765709,142.03301135572391,141.03767532465213,141.26162719726562,141.26162719726562,106299200,0.0,0.0
2013-09-17,141.38605568949225,141.9251855124802,141.38605568949225,141.8920135498047,141.8920135498047,82523300,0.0,0.0
2013-09-18,141.84222544277662,143.9241234749125,141.48557308317157,143.53428649902344,143.53428649902344,203460600,0.0,0.0
2013-09-19,143.9241894194008,143.9905460261499,143.1528049401423,143.29380798339844,143.29380798339844,146616900,0.0,0.0
2013-09-20,143.6338211758804,143.6338211758804,142.17522903065307,142.2919158935547,142.2919158935547,132867100,0.838,0.0
2013-09-23,142.10022883048768,142.2335761704463,141.1833943299998,141.6334686279297,141.6334686279297,104616500,0.0,0.0
2013-09-24,141.60844805521987,142.13354527080097,141.0333567213853,141.30006408691406,141.30006408691406,106333100,0.0,0.0
2013-09-25,141.3917564266353,141.67513699469674,140.76664549936868,140.89166259765625,140.89166259765625,117306500,0.0,0.0
2013-09-26,141.125072382182,141.83352391949225,140.9000288501345,141.43345642089844,141.43345642089844,77146900,0.0,0.0
2013-09-27,140.72497540147046,140.97502232752282,140.416591399491,140.7833251953125,140.7833251953125,99141800,0.0,0.0
2013-09-30,139.59145900772214,140.47494724227786,139.31640862411044,140.033203125,140.033203125,143937000,0.0,0.0
2013-10-01,140.1415031407239,141.27503787665123,139.9998128884719,141.1416778564453,141.1416778564453,127160000,0.0,0.0
2013-10-02,140.31661388924678,141.14175242464728,139.88319995355144,141.00839233398438,141.00839233398438,113350000,0.0,0.0
2013-10-03,140.68334756270858,140.80837742803448,139.0580610568271,139.7081756591797,139.7081756591797,176698000,0.0,0.0
2013-10-04,139.816448914136,140.90830707645353,139.63308206206156,140.76661682128906,140.76661682128906,96878000,0.0,0.0
2013-10-07,139.54145919287856,140.39994404655138,139.39976887622473,139.54978942871094,139.54978942871094,96295000,0.0,0.0
2013-10-08,139.52478228517987,139.70814921194366,137.8244858127265,137.92449951171875,137.92449951171875,178015000,0.0,0.0
2013-10-09,138.19121460554504,138.52460206858825,137.1326896976123,138.02452087402344,138.02452087402344,168973000,0.0,0.0
2013-10-10,139.43309668725254,141.0750560494631,139.38308983852195,141.0000457763672,141.0000457763672,195955000,0.0,0.0
2013-10-11,140.78334655726357,141.9585583854916,140.6666596697888,141.90853881835938,141.90853881835938,105040000,0.0,0.0
2013-10-14,141.03342223990794,142.59202870811072,140.9250655659321,142.475341796875,142.475341796875,112106000,0.0,0.0
2013-10-15,142.11685960816587,142.65028701030172,141.2500448489123,141.44174194335938,141.44174194335938,155485000,0.0,0.0
2013-10-16,142.29190956579532,143.49212451250335,142.22522954454334,143.4171142578125,143.4171142578125,161676000,0.0,0.0
2013-10-17,142.8336650885044,144.45896355634372,142.80866167065273,144.3756103515625,144.3756103515625,129389000,0.0,0.0
2013-10-18,144.90910113788917,145.45085905203848,144.6173775115509,145.35084533691406,145.35084533691406,138316000,0.0,0.0
2013-10-21,145.4007922039989,145.65083910656287,145.0340584426269,145.35911560058594,145.35911560058594,104104000,0.0,0.0
2013-10-22,145.78418717031914,146.63432876409595,145.38410707192836,146.200927734375,146.200927734375,126663000,0.0,0.0
2013-10-23,145.7008666094902,145.76754664082597,144.99241512263927,145.50083923339844,145.50083923339844,105484000,0.0,0.0
2013-10-24,145.79257101952828,146.1676351215288,145.45084057902935,145.98426818847656,145.98426818847656,70350000,0.0,0.0
2013-10-25,146.28429768901785,146.69270810252553,146.00091710066494,146.65103149414062,146.65103149414062,93625000,0.0,0.0
2013-10-28,146.601003607598,147.08442421605736,146.44264014921657,146.88438415527344,146.88438415527344,84979000,0.0,0.0
2013-10-29,147.2178181131763,147.72624225641994,147.00944777115706,147.6678924560547,147.6678924560547,87401000,0.0,0.0
2013-10-30,147.84296809719615,147.95131205541264,146.4093787489066,146.93446350097656,146.93446350097656,140002000,0.0,0.0
2013-10-31,146.81772344942672,147.43450417954847,146.30096912181247,146.51766967773438,146.51766967773438,133795000,0.0,0.0
2013-11-01,146.70938858620545,147.2011395230254,146.04260097262934,146.8677520751953,146.8677520751953,142805000,0.0,0.0
2013-11-04,147.2678345939278,147.44285857064,146.67605718799877,147.384521484375,147.384521484375,85677000,0.0,0.0
2013-11-05,146.80941373367932,147.31783789794193,146.33433594755155,146.9177703857422,146.9177703857422,85825000,0.0,0.0
2013-11-06,147.55120557324057,147.94294283367006,147.14279512443292,147.6678924560547,147.6678924560547,87348000,0.0,0.0
2013-11-07,147.94297222521706,148.05965913121315,145.6592282445291,145.80091857910156,145.80091857910156,157000000,0.0,0.0
2013-11-08,145.750890329097,147.78458700760268,145.7342298577707,147.76791381835938,147.76791381835938,136713000,0.0,0.0
2013-11-11,147.62621652491546,147.967946939703,147.45119255884526,147.7929229736328,147.7929229736328,62614000,0.0,0.0
2013-11-12,147.47617044236216,147.82623103179483,147.00108003804436,147.4928436279297,147.4928436279297,83990000,0.0,0.0
2013-11-13,146.76771238934137,148.71805549033525,146.76771238934137,148.6763916015625,148.6763916015625,103844000,0.0,0.0
2013-11-14,148.80977751346174,149.5432452839697,148.56807348068145,149.41822814941406,149.41822814941406,103435000,0.0,0.0
2013-11-15,149.65987274052125,150.12662014803774,149.4681756377012,150.0682830810547,150.0682830810547,102818000,0.0,0.0
2013-11-18,150.31838778647946,150.44340491946699,149.20985590829113,149.54324340820312,149.54324340820312,104796000,0.0,0.0
2013-11-19,149.46820183877475,149.91827614122928,148.9597777411957,149.21815490722656,149.21815490722656,93891000,0.0,0.0
2013-11-20,149.5182664033855,149.96834087959235,148.34305427395626,148.75146484375,148.75146484375,124909000,0.0,0.0
2013-11-21,149.1681247928328,150.06828597522326,149.0764413561658,149.95159912109375,149.95159912109375,92841000,0.0,0.0
2013-11-22,150.0099758930797,150.71844015646585,149.83495192451764,150.70176696777344,150.70176696777344,81296000,0.0,0.0
2013-11-25,150.9684832348934,151.00181689350484,150.33502926002961,150.55174255371094,150.55174255371094,79486000,0.0,0.0
2013-11-26,150.62674542274075,151.04348608344603,150.36836824797,150.59339904785156,150.59339904785156,86994000,0.0,0.0
2013-11-27,150.75178893491332,151.06018572602733,150.56842199465675,150.9601593017578,150.9601593017578,58800000,0.0,0.0
2013-11-29,151.12684281431243,151.48523368624691,150.69342895609182,150.86012268066406,150.86012268066406,55870900,0.0,0.0
2013-12-02,150.93510068768896,151.2184812306827,150.2349795633821,150.46835327148438,150.46835327148438,99726000,0.0,0.0
2013-12-03,149.9766313085159,150.35169536031535,149.33484712873374,149.81826782226562,149.81826782226562,116563000,0.0,0.0
2013-12-04,149.27650539683302,150.42670093864135,148.65139442401198,149.8015899658203,149.8015899658203,123033000,0.0,0.0
2013-12-05,149.5348646214697,149.80991494265768,149.0014371640513,149.14312744140625,149.14312744140625,106934000,0.0,0.0
2013-12-06,150.58506086419928,150.95179466112774,150.1516470389279,150.8101043701172,150.8101043701172,127728000,0.0,0.0
2013-12-09,151.25186176205213,151.41855548864538,150.99348457814517,151.19351196289062,151.19351196289062,70124000,0.0,0.0
