strike,net_gex,net_dex,total_oi,call_gex,put_gex,charm_exp,vanna_exp,gross_gex,call_dex,put_dex
-1.0,-226246970.3444737,141341042.48,13963314.0,7436.44,20244.0,,,,,
1200.0,-1861.3408074028455,-295.88,7397.0,0.0,-1861.3408074028455,23773634.40777177,-25897848.355371937,1861.3408074028455,0.0,-295.88
1400.0,-3221.0771223193165,-522.56,7903.0,0.0,-3221.0771223193165,35300523.33021353,-44576433.407420024,3221.0771223193165,0.0,-522.56
1600.0,-9038.69691011064,-1627.13,12157.0,0.0,-9038.69691011064,72155448.63795143,-130125564.2659893,9038.69691011064,0.0,-1627.13
1800.0,-8606.068754300693,-1108.37,9662.0,0.0024148494739710106,-8606.071169150167,73895949.44073069,-115759865.99903595,8606.073583999641,300.0,-1408.37
2000.0,-21237.562758506745,-3362.3,18494.0,0.0,-21237.562758506745,179048894.9462231,-273262585.09705716,21237.562758506745,0.0,-3362.3
2200.0,-30129.209749688653,290534.95,23297.0,57.278241286539746,-30186.48799097519,276565867.05958945,-376951975.9258616,30243.76623226173,295200.0,-4665.05
2400.0,-54309.86156487583,-8037.97,29636.0,0.0,-54309.86156487583,430964969.07776064,-649949386.8309321,54309.86156487583,0.0,-8037.97
2500.0,-69490.78470336099,-9505.359999999999,49787.0,0.0,-69490.78470336099,701973617.5098702,-773573406.8998096,69490.78470336099,0.0,-9505.359999999999
2600.0,-29959.09384245288,3597.2,15231.0,1.1933864646663919,-29960.287228917547,250866797.3878677,-342603659.4531308,29961.480615382214,7800.0,-4202.8
2700.0,-125734.17253143691,-16758.72,54543.0,0.044661176649996324,-125734.21719261356,1047092036.9196036,-1391919343.6579297,125734.2618537902,200.0,-16958.72
2800.0,-161587.06097135606,-21326.78,61191.0,0.14800417892830334,-161587.20897553497,1261464625.2495365,-1788488874.7889557,161587.3569797139,500.0,-21826.78
2900.0,-15564.056976386457,967.9399999999999,7461.0,1.142360882189483,-15565.199337268645,142126932.5236128,-167478966.26643118,15566.341698150834,3000.0,-2032.06
3000.0,-134703.42548210974,-11435.09,58278.0,0.1716090546062361,-134703.59709116435,1209627613.2321892,-1425987755.407952,134703.76870021896,5800.0,-17235.09
3100.0,-16045.700031944358,-2059.3700000000003,6168.0,0.0,-16045.700031944358,136114360.600744,-168843288.07814294,16045.700031944358,0.0,-2059.3700000000003
3200.0,-88692.74987318972,589.7599999999995,30672.0,962.7649571693822,-89655.51483035911,761839920.2119036,-937897199.633846,90618.2797875285,11938.16,-11348.4
3300.0,-150702.43109360707,-19167.14,38137.0,0.0,-150702.43109360707,1078020380.8078434,-1559567244.1654422,150702.43109360707,0.0,-19167.14
3400.0,-122232.94737526259,-15198.0,32843.0,0.1446443133101879,-122233.09201957591,939194076.6999501,-1251298928.4616783,122233.23666388923,300.0,-15498.0
3450.0,-2418.2615028364426,-185.79000000000002,1689.0,0.0,-2418.2615028364426,45035851.8574247,-19088455.478181884,2418.2615028364426,0.0,-185.79000000000002
3500.0,-410210.87403757963,-50330.78,80828.0,0.0,-410210.87403757963,2768471900.170307,-4097354932.013723,410210.87403757963,0.0,-50330.78
3550.0,-1114.327022656437,-86.05999999999999,662.0,0.0,-1114.327022656437,19981894.56499546,-8669823.97689736,1114.327022656437,0.0,-86.05999999999999
3600.0,-113467.87824184963,-12726.28,27430.0,0.02556040430362155,-113467.90380225393,964450909.2682095,-1073665017.6556426,113467.92936265824,200.0,-12926.28
3650.0,-1343.509643260165,-103.2,688.0,0.0,-1343.509643260165,23191376.09278954,-10318744.62443481,1343.509643260165,0.0,-103.2
3700.0,-112506.16354172399,-13207.23,21567.0,0.0,-112506.16354172399,815738344.1372458,-1076473991.4464889,112506.16354172399,0.0,-13207.23
3750.0,-3666.7541926061404,-273.06,2700.0,0.0,-3666.7541926061404,84670745.55672804,-25856017.3891827,3666.7541926061404,0.0,-273.06
3800.0,-303675.07120521745,-37233.79,50359.0,0.03696218658828687,-303675.108167404,2034711133.8037646,-2963129489.1965675,303675.1451295906,100.0,-37333.79
3850.0,-36582.82578816523,-4305.389999999999,6671.0,0.0,-36582.82578816523,265394571.62785405,-346011107.63764226,36582.82578816523,0.0,-4305.389999999999
3900.0,-108004.11488237669,-10926.460000000001,29587.0,0.0,-108004.11488237669,1228705023.6689422,-927104390.2731669,108004.11488237669,0.0,-10926.460000000001
3950.0,-29419.424467861743,-3392.37,5286.0,0.0,-29419.424467861743,227696795.609689,-271613163.3871171,29419.424467861743,0.0,-3392.37
3975.0,-868.5082361663335,-65.75999999999999,274.0,0.0,-868.5082361663335,13199984.560313702,-6373896.4908744795,868.5082361663335,0.0,-65.75999999999999
4000.0,-993851.0998967763,189193.26,121653.0,259.13945312239576,-994110.2393498986,6104199486.676443,-9077147793.030685,994369.378803021,300700.0,-111506.74
4025.0,-2074.662951517717,-154.25,617.0,0.0,-2074.662951517717,30910007.093544032,-15153547.221122071,2074.662951517717,0.0,-154.25
4050.0,-59657.25547749053,-6755.12,7608.0,0.0,-59657.25547749053,381134268.27177733,-542876986.3733081,59657.25547749053,0.0,-6755.12
4075.0,-1491.240838177274,-110.43,409.0,0.0,-1491.240838177274,21768956.7316955,-10797850.842610987,1491.240838177274,0.0,-110.43
4100.0,-152814.9105082273,-16791.06,20828.0,0.06894966856628308,-152814.97945789585,1081145750.809045,-1367962483.9679618,152815.04840756443,200.0,-16991.06
4125.0,-17842.841995263792,-1967.41,1769.0,0.0,-17842.841995263792,101441918.07207748,-158847642.59920868,17842.841995263792,0.0,-1967.41
4150.0,-67696.60981019704,-7905.02,8337.0,0.0,-67696.60981019704,426748333.46622187,-618841227.7149279,67696.60981019704,0.0,-7905.02
4175.0,-7370.652269857322,-749.4200000000001,917.0,0.0,-7370.652269857322,54483667.28838977,-62417665.52489499,7370.652269857322,0.0,-749.4200000000001
4200.0,-238220.9082780787,-24396.100000000002,30524.0,0.4988142950019413,-238221.4070923737,1755223477.6952248,-2051854313.547713,238221.90590666872,800.0,-25196.100000000002
