strike,net_gex,net_dex,total_oi,call_gex,put_gex,charm_exp,vanna_exp,gross_gex,call_dex,put_dex
-1.0,141815190.7140087,140739872.69,13207946.0,7440.43,16626.0,,,,,
1200.0,-5144.681640235827,-817.93,24188.0,0.0,-5144.681640235827,62024997.42978169,-75856820.95947547,5144.681640235827,0.0,-817.93
1400.0,-7517.493342678111,-1283.01,20631.0,0.0,-7517.493342678111,76249479.11430465,-110292433.61974758,7517.493342678111,0.0,-1283.01
1600.0,-9443.195495339367,-1517.56,18023.0,0.0,-9443.195495339367,91454250.13411605,-132782297.2843582,9443.195495339367,0.0,-1517.56
1800.0,-12239.898888914026,-1960.9,16018.0,0.0,-12239.898888914026,107854969.91087493,-167632432.01948512,12239.898888914026,0.0,-1960.9
2000.0,-47053.97144452951,-7339.39,47199.0,0.0,-47053.97144452951,403715278.1595551,-618702159.1789722,47053.97144452951,0.0,-7339.39
2200.0,-67911.28309705945,-10172.32,50232.0,0.0,-67911.28309705945,542371086.709706,-867026386.1696018,67911.28309705945,0.0,-10172.32
2400.0,-58693.612762310055,-8925.28,32153.0,0.0,-58693.612762310055,423338624.1170708,-740379443.7973591,58693.612762310055,0.0,-8925.28
2500.0,-76128.61111028578,-10606.810000000001,55157.0,0.0,-76128.61111028578,768986835.7222016,-898585234.2757359,76128.61111028578,0.0,-10606.810000000001
2600.0,-28897.987367464953,-4146.66,14255.0,0.0,-28897.987367464953,221080953.51161304,-348524825.7673685,28897.987367464953,0.0,-4146.66
2700.0,-135457.26133512694,-18860.629999999997,54956.0,0.0,-135457.26133512694,964783004.0971419,-1596308224.613383,135457.26133512694,0.0,-18860.629999999997
2800.0,-155501.73083919514,-21866.14,55220.0,0.0,-155501.73083919514,1185460926.8187473,-1831651552.9739938,155501.73083919514,0.0,-21866.14
2900.0,-15429.529365110533,-2096.79,6937.0,0.0,-15429.529365110533,128720369.20175551,-175541997.66964602,15429.529365110533,0.0,-2096.79
3000.0,-123660.83868693182,-17028.079999999998,41725.0,0.0,-123660.83868693182,966296580.3277566,-1411401496.9382138,123660.83868693182,0.0,-17028.079999999998
3100.0,-18958.64188162469,-2452.04,8301.0,0.0,-18958.64188162469,299885579.9700185,-206077709.44344786,18958.64188162469,0.0,-2452.04
3200.0,-106799.307618376,-13901.31,34615.0,0.0,-106799.307618376,948446450.1086262,-1161324597.7142403,106799.307618376,0.0,-13901.31
3300.0,-166104.19452172186,-21920.17,43365.0,0.0,-166104.19452172186,1116174712.1411827,-1807853198.2406788,166104.19452172186,0.0,-21920.17
3400.0,-113902.8873540024,-14271.72,31204.0,0.0,-113902.8873540024,1013571785.5375714,-1193881347.4313846,113902.8873540024,0.0,-14271.72
3450.0,-4230.5974615543,-388.01,1687.0,0.0,-4230.5974615543,50978623.721870035,-37678646.473868966,4230.5974615543,0.0,-388.01
3500.0,-427951.50976259855,-54247.59,80563.0,0.0,-427951.50976259855,2645616429.8196764,-4493943766.086209,427951.50976259855,0.0,-54247.59
3550.0,-1923.950265623887,-173.16,666.0,0.0,-1923.950265623887,22322591.437218912,-16894717.45609305,1923.950265623887,0.0,-173.16
3600.0,-99819.74082938202,-11486.16,26219.0,0.0,-99819.74082938202,1064500958.4686224,-978771957.5462091,99819.74082938202,0.0,-11486.16
3650.0,-3156.401752071879,-248.76,2750.0,0.0,-3156.401752071879,70891483.78611842,-24522476.411824178,3156.401752071879,0.0,-248.76
3700.0,-78879.20817198274,-9417.529999999999,15709.0,0.0,-78879.20817198274,631472670.5267047,-785469615.6573436,78879.20817198274,0.0,-9417.529999999999
3750.0,-6733.603975712507,-546.45,3718.0,0.0,-6733.603975712507,120388266.11196345,-53027677.02792233,6733.603975712507,0.0,-546.45
3800.0,-301920.39665544353,-38919.36,45752.0,0.0,-301920.39665544353,1868385134.3626962,-3114650251.5160303,301920.39665544353,0.0,-38919.36
