strike,net_gex,net_dex,total_oi,call_gex,put_gex,charm_exp,vanna_exp,gross_gex,call_dex,put_dex
-1.0,47021920.67130463,174344310.81,13301579.0,7499.69,18613.0,,,,,
1000.0,-1950.4370309711162,-299.29,14605.0,0.0,-1950.4370309711162,24613084.120084297,-30539956.514076333,1950.4370309711162,0.0,-299.29
1200.0,-5455.283717278039,-966.96,26837.0,0.0,-5455.283717278039,66710429.00748425,-81497499.168543,5455.283717278039,0.0,-966.96
1400.0,-6905.192104855232,-1082.76,20782.0,0.0,-6905.192104855232,74245439.81798755,-101289685.48709609,6905.192104855232,0.0,-1082.76
1600.0,-8820.732434752133,-1396.85,18457.0,0.0,-8820.732434752133,89227110.96658456,-124839100.45648378,8820.732434752133,0.0,-1396.85
1800.0,-10972.933638432327,-1668.6000000000001,16086.0,0.0,-10972.933638432327,102150914.11703421,-151121843.83928034,10972.933638432327,0.0,-1668.6000000000001
2000.0,-42243.016592215514,-6398.289999999999,47218.0,0.0,-42243.016592215514,384264268.31079465,-557685591.9423909,42243.016592215514,0.0,-6398.289999999999
2200.0,-62290.5748866567,-9202.210000000001,52113.0,0.0,-62290.5748866567,531943625.7426538,-798837140.4191747,62290.5748866567,0.0,-9202.210000000001
2400.0,-52922.39692251767,-7757.369999999999,30433.0,0.0,-52922.39692251767,387010918.20835704,-673778994.6326722,52922.39692251767,0.0,-7757.369999999999
2500.0,-65363.422886325716,-8941.02,38874.0,0.0,-65363.422886325716,539236854.8070124,-791002764.2556918,65363.422886325716,0.0,-8941.02
2600.0,-38705.541461421984,-5001.52,27070.0,0.0,-38705.541461421984,367272100.93469983,-452488321.26319855,38705.541461421984,0.0,-5001.52
2700.0,-120815.99904673029,-16272.689999999999,53898.0,0.0,-120815.99904673029,904368185.3424,-1434688199.5536997,120815.99904673029,0.0,-16272.689999999999
2800.0,-158103.47913987786,-21438.72,65468.0,0.0,-158103.47913987786,1162158430.8052282,-1862787341.3410943,158103.47913987786,0.0,-21438.72
2900.0,-13528.326965816492,-1822.61,4802.0,0.0,-13528.326965816492,94047023.51887913,-157737267.92762506,13528.326965816492,0.0,-1822.61
3000.0,-111670.55437767351,-15169.829999999998,41690.0,0.0,-111670.55437767351,806648511.9566108,-1291142507.816512,111670.55437767351,0.0,-15169.829999999998
3100.0,-19155.249067465913,-2414.1800000000003,8573.0,0.0,-19155.249067465913,167444039.10063416,-210843538.2729682,19155.249067465913,0.0,-2414.1800000000003
3200.0,-91349.5684504426,-11640.2,33382.0,0.0,-91349.5684504426,711148524.9853319,-1008271777.1879092,91349.5684504426,0.0,-11640.2
3300.0,-147743.38707535958,-19116.960000000003,43217.0,0.0,-147743.38707535958,1009675676.825424,-1632588505.806257,147743.38707535958,0.0,-19116.960000000003
3400.0,-98328.09633980603,-12200.49,30161.0,0.0,-98328.09633980603,741737904.8557265,-1051219024.0436426,98328.09633980603,0.0,-12200.49
3450.0,-3128.8088370611504,-270.08,1688.0,0.0,-3128.8088370611504,42722800.41785708,-27984545.407545637,3128.8088370611504,0.0,-270.08
3500.0,-382785.92113228294,-47281.02,81436.0,0.0,-382785.92113228294,2384360243.5215287,-4081024581.154959,382785.92113228294,0.0,-47281.02
3550.0,-1439.6582667454618,-126.54,666.0,0.0,-1439.6582667454618,18932280.007265147,-12688267.634747867,1439.6582667454618,0.0,-126.54
3600.0,-93598.29010631518,-10765.91,25818.0,0.0,-93598.29010631518,785483805.537568,-943987605.8886607,93598.29010631518,0.0,-10765.91
3650.0,-2212.9993700788955,-165.32,2752.0,0.0,-2212.9993700788955,70557401.32084514,-17004784.55435486,2212.9993700788955,0.0,-165.32
3700.0,-97776.58778026447,-11590.52,19489.0,0.0,-97776.58778026447,656865181.0253063,-1000148259.2536775,97776.58778026447,0.0,-11590.52
3750.0,-4787.080798403566,-360.84000000000003,3735.0,0.0,-4787.080798403566,106773197.75735228,-37682375.594143786,4787.080798403566,0.0,-360.84000000000003
3800.0,-283504.6437270088,-35706.5,47262.0,0.0,-283504.6437270088,1640892211.8110416,-2960474916.8453183,283504.6437270088,0.0,-35706.5
3850.0,-33273.48628189703,-3974.1500000000005,6485.0,0.0,-33273.48628189703,227353364.31184888,-336369583.1985581,33273.48628189703,0.0,-3974.1500000000005
3900.0,-106262.04562776735,-10882.990000000002,28199.0,0.0,-106262.04562776735,1024749223.2743595,-983423732.8485116,106262.04562776735,0.0,-10882.990000000002
3950.0,-28890.360154965725,-3426.51,5590.0,0.0,-28890.360154965725,201218334.49684745,-288417042.8037883,28890.360154965725,0.0,-3426.51
3975.0,-1058.3295236366093,-84.94,274.0,0.0,-1058.3295236366093,11813625.32568457,-8822851.837231815,1058.3295236366093,0.0,-84.94
4000.0,-1003402.3171550662,-115395.08,125253.0,0.0,-1003402.3171550662,5437057918.132012,-9877919640.073574,1003402.3171550662,0.0,-115395.08
4025.0,-2210.3859512913177,-176.88,536.0,0.0,-2210.3859512913177,24187323.449301668,-18306779.33436133,2210.3859512913177,0.0,-176.88
4050.0,-55574.858774894645,-6436.8099999999995,7491.0,0.0,-55574.858774894645,314494123.54228586,-546018537.6835262,55574.858774894645,0.0,-6436.8099999999995
4075.0,-1799.5325754096239,-143.15,409.0,0.0,-1799.5325754096239,19300613.61076014,-14807173.899611842,1799.5325754096239,0.0,-143.15
4100.0,-140414.35709293192,-16193.65,18459.0,0.0,-140414.35709293192,813569772.1148407,-1365068046.563901,140414.35709293192,0.0,-16193.65
4125.0,-17515.548214956132,-1961.8,1790.0,0.0,-17515.548214956132,88247497.84620294,-168452517.61081368,17515.548214956132,0.0,-1961.8
4150.0,-64664.375740958545,-7630.82,10050.0,0.0,-64664.375740958545,408094982.2685683,-629407144.3073937,64664.375740958545,0.0,-7630.82
4175.0,-7534.09658938272,-776.08,919.0,0.0,-7534.09658938272,47091978.020243034,-69290745.2508112,7534.09658938272,0.0,-776.08
