strike,net_gex,net_dex,total_oi,call_gex,put_gex,charm_exp,vanna_exp,gross_gex,call_dex,put_dex
-1.0,-235996080.80745947,157513696.92000002,14301812.0,7428.78,20090.0,,,,,
800.0,-803.564282823051,-104.91000000000001,10491.0,0.0,-803.564282823051,12591981.493663676,-12103073.405640516,803.564282823051,0.0,-104.91000000000001
1000.0,-3957.2998235652176,-641.7600000000001,23171.0,0.0,-3957.2998235652176,45618049.31291217,-61868569.6666235,3957.2998235652176,0.0,-641.7600000000001
1200.0,-3586.9472612024397,-637.64,12940.0,0.0,-3586.9472612024397,38911548.213363506,-53314672.03855933,3586.9472612024397,0.0,-637.64
1400.0,-4713.1206433281095,17571.12,11555.0,0.7029477854247312,-4713.823591113534,49639657.36902954,-67694484.9596146,4714.526538898959,18400.0,-828.8799999999999
1600.0,-8562.66754799927,18292.88,12367.0,1.185474685533016,-8563.853022684803,70990808.10559024,-124301295.28321117,8565.038497370337,19800.0,-1507.1200000000001
1800.0,-8804.142886676978,-312.17000000000013,13529.0,0.05906787535199952,-8804.201954552329,90384078.93522722,-117439547.9184604,8804.261022427681,1100.0,-1412.17
2000.0,-46711.034511712,579050.28,65850.0,64.32079748511646,-46775.35530919711,572182406.3243979,-578583832.5088538,46839.67610668223,585900.0,-6849.72
2200.0,-66661.24343213622,365159.35,72454.0,34.96491955441893,-66696.20835169064,740462410.9604932,-797901749.9327295,66731.17327124506,374800.0,-9640.65
2300.0,-1129.928821699333,1709.86,4525.0,0.3068816920375585,-1130.2357033913704,32746476.701079573,-9949202.620766714,1130.5425850834079,1800.0,-90.14000000000001
2400.0,-56672.66014695591,111962.45,40967.0,15.254060284565844,-56687.91420724048,519337605.9182273,-674369930.026514,56703.16826752505,120000.0,-8037.549999999999
2500.0,-69153.9662720188,-9099.92,62381.0,0.0,-69153.9662720188,769165678.3377174,-766664207.3378688,69153.9662720188,0.0,-9099.92
2600.0,-42430.26947758309,35270.29,36172.0,103.6685099661511,-42533.93798754924,511647568.2548053,-465593236.08638334,42637.606497515386,40687.58,-5417.29
2700.0,-121622.55174328001,-15847.82,59620.0,3.9775397493738556,-121626.52928302939,1057372619.2567898,-1351578968.6122713,121630.50682277876,299.5,-16147.32
2800.0,-160870.67203670772,-18358.86,77382.0,7.734976872122161,-160878.40701357985,1478728541.753247,-1775828925.3849993,160886.141990452,2899.17,-21258.03
2900.0,-15216.561147651968,10018.93,8061.0,72.57472180494938,-15289.135869456915,146639837.84924114,-165671028.88794994,15361.710591261864,11991.3,-1972.37
3000.0,-135895.53359421663,929975.25,74253.0,403.6380260866345,-136299.17162030327,1393238607.0904322,-1448379115.1411686,136702.8096463899,947283.12,-17307.87
3100.0,-19191.343701890743,95.7899999999999,8231.0,0.8365420876346905,-19192.180243978375,172850131.5995368,-201080166.75734937,19193.01678606601,2500.0,-2404.21
3200.0,-86133.41672887653,20712.829999999998,31940.0,91.11160517426532,-86224.52833405079,732901889.052504,-904122850.5955236,86315.63993922506,31590.82,-10877.99
3300.0,-144325.85307369303,-12307.67,38199.0,2.6585818316718886,-144328.5116555247,1013199351.8113966,-1507242636.644255,144331.17023735636,5900.0,-18207.67
3400.0,-115527.55137052108,25490.260000000002,32953.0,16.82232911324968,-115544.37369963432,888828036.1952928,-1196356965.303319,115561.19602874757,39999.9,-14509.64
3450.0,-2091.7155628965947,-168.6,1686.0,0.0,-2091.7155628965947,39681852.4018316,-16680675.502886748,2091.7155628965947,0.0,-168.6
3500.0,-396504.17907014664,-42851.07,81495.0,15.55924216355675,-396519.7383123102,2655208222.3639884,-3994771117.7219205,396535.29755447374,5498.24,-48349.310000000005
3550.0,-985.2335002832568,-72.82000000000001,662.0,0.0,-985.2335002832568,17992296.836934496,-7727048.203137086,985.2335002832568,0.0,-72.82000000000001
3600.0,-108830.4519028466,467.9500000000004,27974.0,14.548182717973184,-108845.00008556456,915745608.7334603,-1041785546.3530213,108859.54826828254,12799.18,-12331.23
3650.0,-1152.8726970746422,-89.44,688.0,0.0,-1152.8726970746422,20274111.552923717,-8970325.418123145,1152.8726970746422,0.0,-89.44
3700.0,-108454.47193063205,14577.58,22063.0,19.373516682432555,-108473.84544731448,772564964.3036262,-1051638752.0076351,108493.21896399691,27300.0,-12722.42
3750.0,-2947.2640216691457,-207.69,2675.0,0.0,-2947.2640216691457,67422944.6541678,-21293829.494434036,2947.2640216691457,0.0,-207.69
3800.0,-292172.7781672944,2039.7699999999977,51635.0,14.913186751442085,-292187.6913540458,1971742237.7012305,-2885916602.874655,292202.6045407973,37799.54,-35759.77
3850.0,-34520.35021106329,-1262.96,6698.0,0.9822311758276328,-34521.332442239116,234912249.1702086,-332153499.6308179,34522.31467341494,2800.0,-4062.96
3900.0,-98736.24150865356,36304.43,30113.0,24.51258855078348,-98760.75409720435,1066971224.7399805,-873142139.6806344,98785.26668575514,46500.0,-10195.57
3950.0,-27691.09506523513,3417.83,5352.0,4.368184251992548,-27695.463249487126,202054525.4754575,-260497376.71321887,27699.831433739117,6600.0,-3182.1699999999996
3975.0,-765.1091714800741,-54.800000000000004,274.0,0.0,-765.1091714800741,11841961.578128332,-5678557.950900021,765.1091714800741,0.0,-54.800000000000004
4000.0,-922867.640789725,6984933.76,190299.0,30944.074954505722,-953811.7157442308,13309647839.83077,-8929671879.909723,984755.7906987366,7091165.58,-106231.82
4025.0,-1836.7752015070282,-129.57,617.0,0.0,-1836.7752015070282,27865431.16874743,-13559787.346058767,1836.7752015070282,0.0,-129.57
4050.0,-57145.74762737547,-4535.68,7677.0,18.30210807637188,-57164.049735451845,351739548.00489795,-527590647.47680694,57182.35184352822,1898.64,-6434.32
4075.0,-1332.8198109202203,-94.07,409.0,0.0,-1332.8198109202203,19808934.70958269,-9742658.290712148,1332.8198109202203,0.0,-94.07
4100.0,-144001.821116211,67739.58,21606.0,22.514303618595335,-144024.33541982961,997685306.9020473,-1310501339.2292078,144046.8497234482,83699.57,-15959.990000000002
4125.0,-17068.4729391995,-1853.45,1769.0,0.0,-17068.4729391995,97041021.14838858,-153605893.2777487,17068.4729391995,0.0,-1853.45
4150.0,-64279.47884698169,18497.31,8593.0,9.939911559848401,-64289.418758541535,385639753.83383316,-598037467.3458596,64299.358670101385,26000.0,-7502.69
4175.0,-6950.785154916532,-699.4499999999999,917.0,0.0,-6950.785154916532,50984118.64837711,-59646234.27407038,6950.785154916532,0.0,-699.4499999999999
4200.0,-228490.32901880145,149376.74,33139.0,132.62415314558862,-228622.95317194704,1736941279.2355633,-1994446697.014023,228755.57732509263,173296.84,-23920.1
4225.0,-4733.508254139048,-86.82,524.0,0.014967896410877223,-4733.523222035459,30504767.553119883,-40992413.505088925,4733.538189931871,400.0,-486.82
4250.0,-69747.80948556536,1033.58,9534.0,204.7508489096016,-69952.56033447497,479876895.0391651,-623326033.8124624,70157.31118338456,8685.55,-7651.97
4275.0,-12074.749964149923,10532.76,1259.0,3.1821610990158,-12077.932125248939,71202743.67094637,-105182231.51252164,12081.114286347954,11800.0,-1267.24
4300.0,-206904.13376635525,160245.61,24699.0,371.3390460666785,-207275.47281242194,1355720380.039802,-1806907104.9816756,207646.81185848863,182083.36000000002,-21837.75
4325.0,-9732.085076814963,-774.9599999999999,1002.0,0.0919268276754758,-9732.177003642639,63588462.962724924,-82204964.70744339,9732.268930470314,200.0,-974.9599999999999
4350.0,-68598.21595502523,-4505.47,6802.0,26.843414801039533,-68625.05936982627,394016303.38016117,-609388353.4794934,68651.90278462731,3098.16,-7603.63
4375.0,-13132.336341587185,3009.5499999999997,2432.0,2.748934207725018,-13135.08527579491,133479904.32468206,-103924089.57177505,13137.834210002635,4200.0,-1190.45
4400.0,-340057.61104544136,101018.04999999999,37576.0,103.36343954225387,-340160.9744849836,2310773299.9513493,-2865020834.774724,340264.3379245259,135594.00999999998,-34575.96
4425.0,-16583.25744883243,-816.7699999999998,2929.0,0.5943287654012914,-16583.851777597833,166702298.96197355,-130727940.87836775,16584.446106363233,700.0,-1516.7699999999998
